Winning Bidder,Award Status,Issuing Authority,Tender / RfS Number,Tender Title,Technology,Awarded Capacity MW,Capacity MW,Storage MW,Storage MWh,Tariff,Tariff Unit,Tariff Type,Tariff Status,Award Date,LOA Date,PPA Date,PPA Tenure,Expected COD,Actual COD,COD Basis,COD Source,State,Procurer / Offtaker,Project / SPV,Consortium,Lead Member,Winner Count,Project Status,Tender Details,Business Eligibility,Date Basis,Source URL,Award URL,Source Type,Evidence,Confidence,Quality Grade,Freshness,First Seen,Last Checked,Last Verified,Tender Date,Tender Deadline,TenderKey,AwardID
NTPC Green,Awarded,NTPC,,NTPC Green Energy arm wins 500 MW capacity in SECI peak power tender at ₹6/kWh - CNBC TV18,Unclassified,,500.0,,,,,,,2026-08-22,,,,2028-08-22,Unknown,Derived: 24 months from award (default),Derived from award date,,NTPC,,NTPC Green; SECI,,2,Pre-COD,Tender · news-derived record,FY26+,Award date,https://news.google.com/rss/articles/CBMi5AFBVV95cUxPY3lma0k4RVZMQTZLS3dMMGZkcDlsMUVaTW9fSVk4RU5UaTJEQmJPSDcyVVJFb0tSem56cUxMcFhkOWF1TjMwd2w4T1o3a2wxYjUySm9ac0ZMSU92eHFkdXVBSUhpY0o2SjFRTE5NZXBFQklHV0lDREdNMDZBYUNNVDZDZmRYcWFNWW1yQ0dsZjg2aUhiWko0QTVRdWRVREVmSVFuYkg1VUVna3dGZHZmVWRnVDhialdyZzVLQ0NNemNQVWJITlFYZU5td3hvMG1iTUoyZmk1RGIwRk5sVGdjRkl5VW3SAeoBQVVfeXFMUFNQNVV5RFZrM2d6RE5qVm9IMGp0Wk5pVDZuS3dtR0RiRlJQNHRpdkxnNlBfODNoZVR4NzJHMmNqZERoakpCS0Y4Qkc0R0txNFFVWm1mNUJjajQ5U0pLQml3YUNrZUxhSjMzaHgxX05JQTlUeHRzWDFjRmJMdVhsNDFINmNlNkM3T0hIVms5VDBZTEtxVV9pbXhsWGhXbFlpQXdINlpQbWREWlZJc1pmdmhJSmZUWWJoY2F4Y1RGSl9kOHZGaVNkbnRCZ2N6QUhoVWd1dWMwVWNNR1VKNE1xR1NnUm1VU1BjU2dR?oc=5,https://news.google.com/rss/articles/CBMi5AFBVV95cUxPY3lma0k4RVZMQTZLS3dMMGZkcDlsMUVaTW9fSVk4RU5UaTJEQmJPSDcyVVJFb0tSem56cUxMcFhkOWF1TjMwd2w4T1o3a2wxYjUySm9ac0ZMSU92eHFkdXVBSUhpY0o2SjFRTE5NZXBFQklHV0lDREdNMDZBYUNNVDZDZmRYcWFNWW1yQ0dsZjg2aUhiWko0QTVRdWRVREVmSVFuYkg1VUVna3dGZHZmVWRnVDhialdyZzVLQ0NNemNQVWJITlFYZU5td3hvMG1iTUoyZmk1RGIwRk5sVGdjRkl5VW3SAeoBQVVfeXFMUFNQNVV5RFZrM2d6RE5qVm9IMGp0Wk5pVDZuS3dtR0RiRlJQNHRpdkxnNlBfODNoZVR4NzJHMmNqZERoakpCS0Y4Qkc0R0txNFFVWm1mNUJjajQ5U0pLQml3YUNrZUxhSjMzaHgxX05JQTlUeHRzWDFjRmJMdVhsNDFINmNlNkM3T0hIVms5VDBZTEtxVV9pbXhsWGhXbFlpQXdINlpQbWREWlZJc1pmdmhJSmZUWWJoY2F4Y1RGSl9kOHZGaVNkbnRCZ2N6QUhoVWd1dWMwVWNNR1VKNE1xR1NnUm1VU1BjU2dR?oc=5,Industry publication,NTPC Green Energy arm wins 500 MW capacity in SECI peak power tender at ₹6/kWh - CNBC TV18,Press report - verify,D,Fresh,2026-09-07,2026-09-12,,,,T-0ebaf350f811,T-0ebaf350f811-01
SECI,Awarded,NTPC,,NTPC Green Energy arm wins 500 MW capacity in SECI peak power tender at ₹6/kWh - CNBC TV18,Unclassified,,500.0,,,,,,,2026-08-22,,,,2028-08-22,Unknown,Derived: 24 months from award (default),Derived from award date,,NTPC,,NTPC Green; SECI,,2,Pre-COD,Tender · news-derived record,FY26+,Award date,https://news.google.com/rss/articles/CBMi5AFBVV95cUxPY3lma0k4RVZMQTZLS3dMMGZkcDlsMUVaTW9fSVk4RU5UaTJEQmJPSDcyVVJFb0tSem56cUxMcFhkOWF1TjMwd2w4T1o3a2wxYjUySm9ac0ZMSU92eHFkdXVBSUhpY0o2SjFRTE5NZXBFQklHV0lDREdNMDZBYUNNVDZDZmRYcWFNWW1yQ0dsZjg2aUhiWko0QTVRdWRVREVmSVFuYkg1VUVna3dGZHZmVWRnVDhialdyZzVLQ0NNemNQVWJITlFYZU5td3hvMG1iTUoyZmk1RGIwRk5sVGdjRkl5VW3SAeoBQVVfeXFMUFNQNVV5RFZrM2d6RE5qVm9IMGp0Wk5pVDZuS3dtR0RiRlJQNHRpdkxnNlBfODNoZVR4NzJHMmNqZERoakpCS0Y4Qkc0R0txNFFVWm1mNUJjajQ5U0pLQml3YUNrZUxhSjMzaHgxX05JQTlUeHRzWDFjRmJMdVhsNDFINmNlNkM3T0hIVms5VDBZTEtxVV9pbXhsWGhXbFlpQXdINlpQbWREWlZJc1pmdmhJSmZUWWJoY2F4Y1RGSl9kOHZGaVNkbnRCZ2N6QUhoVWd1dWMwVWNNR1VKNE1xR1NnUm1VU1BjU2dR?oc=5,https://news.google.com/rss/articles/CBMi5AFBVV95cUxPY3lma0k4RVZMQTZLS3dMMGZkcDlsMUVaTW9fSVk4RU5UaTJEQmJPSDcyVVJFb0tSem56cUxMcFhkOWF1TjMwd2w4T1o3a2wxYjUySm9ac0ZMSU92eHFkdXVBSUhpY0o2SjFRTE5NZXBFQklHV0lDREdNMDZBYUNNVDZDZmRYcWFNWW1yQ0dsZjg2aUhiWko0QTVRdWRVREVmSVFuYkg1VUVna3dGZHZmVWRnVDhialdyZzVLQ0NNemNQVWJITlFYZU5td3hvMG1iTUoyZmk1RGIwRk5sVGdjRkl5VW3SAeoBQVVfeXFMUFNQNVV5RFZrM2d6RE5qVm9IMGp0Wk5pVDZuS3dtR0RiRlJQNHRpdkxnNlBfODNoZVR4NzJHMmNqZERoakpCS0Y4Qkc0R0txNFFVWm1mNUJjajQ5U0pLQml3YUNrZUxhSjMzaHgxX05JQTlUeHRzWDFjRmJMdVhsNDFINmNlNkM3T0hIVms5VDBZTEtxVV9pbXhsWGhXbFlpQXdINlpQbWREWlZJc1pmdmhJSmZUWWJoY2F4Y1RGSl9kOHZGaVNkbnRCZ2N6QUhoVWd1dWMwVWNNR1VKNE1xR1NnUm1VU1BjU2dR?oc=5,Industry publication,NTPC Green Energy arm wins 500 MW capacity in SECI peak power tender at ₹6/kWh - CNBC TV18,Press report - verify,D,Fresh,2026-09-07,2026-09-12,,,,T-0ebaf350f811,T-0ebaf350f811-02
NTPC Renewable,Awarded,SECI,,NTPC Renewable Energy wins 500 MW SECI tender at ₹6/kWh tariff - energy.economictimes.indiatimes.com,Unclassified,500.0,500.0,,,,,,,2026-08-22,,,,2028-08-22,Unknown,Derived: 24 months from award (default),Derived from award date,,SECI,,,,1,Pre-COD,Tender · news-derived record,FY26+,Award date,https://news.google.com/rss/articles/CBMixAFBVV95cUxOTXhUQ3g3bjZtcVRXcXFzTGVLMEF6NS1vT196NmQ2dVYyX0luLWU0cGUzQnpYY1VZMFlJeFhpYTBFMngtMzBwdDl5Z0ZoVVBDYThaWDM4NEh1clhob0JELVR6WWROamIzelkxYlVfTGRSaHVSaTZwNUIwS05JSjh1cVFhckdsNkxuWEZxdWlCdWgwbXhCaDBLb2dLdDNhSXNuc3BZbDZsbXZiLUl3RmZLdWlFUlJSMFc4aE5INEpDWnphLTQ10gHKAUFVX3lxTE1pamJWV2xHZlFMWkMyZXRPXzR1LWxNRnRvdHNLT3VYamQ1bktiU3VGUm85Zm5HbExMMWRsOXZWdGRiSllXTkVBXzE3eDlaRGVWdHV0czQtemVlQzVjMjk3cXJ0VFBfcE54UEJrdkdIYTV3aEVaWGpfSlJ4U3JGTzQ0X2V6NGlCTFA3dENQMTZtaUpYZVFxLUJNN2R3QVBhUzBTRVhpWVRLRTl0QVFqUHg1Yy16UlBNRlRKMDZ0bDlKVERteEgxLUFMUGc?oc=5,https://news.google.com/rss/articles/CBMixAFBVV95cUxOTXhUQ3g3bjZtcVRXcXFzTGVLMEF6NS1vT196NmQ2dVYyX0luLWU0cGUzQnpYY1VZMFlJeFhpYTBFMngtMzBwdDl5Z0ZoVVBDYThaWDM4NEh1clhob0JELVR6WWROamIzelkxYlVfTGRSaHVSaTZwNUIwS05JSjh1cVFhckdsNkxuWEZxdWlCdWgwbXhCaDBLb2dLdDNhSXNuc3BZbDZsbXZiLUl3RmZLdWlFUlJSMFc4aE5INEpDWnphLTQ10gHKAUFVX3lxTE1pamJWV2xHZlFMWkMyZXRPXzR1LWxNRnRvdHNLT3VYamQ1bktiU3VGUm85Zm5HbExMMWRsOXZWdGRiSllXTkVBXzE3eDlaRGVWdHV0czQtemVlQzVjMjk3cXJ0VFBfcE54UEJrdkdIYTV3aEVaWGpfSlJ4U3JGTzQ0X2V6NGlCTFA3dENQMTZtaUpYZVFxLUJNN2R3QVBhUzBTRVhpWVRLRTl0QVFqUHg1Yy16UlBNRlRKMDZ0bDlKVERteEgxLUFMUGc?oc=5,Industry publication,NTPC Renewable Energy wins 500 MW SECI tender at ₹6/kWh tariff - energy.economictimes.indiatimes.com,Press report - verify,D,Fresh,2026-09-07,2026-09-12,,,,T-2443862bb9ca,T-2443862bb9ca-01
NTPC Renewable,Awarded,SECI,,NTPC Renewable Energy wins 500 MW SECI tender at ₹6/kWh tariff - ET EnergyWorld,Unclassified,500.0,500.0,,,,,,,2026-08-22,,,,2028-08-22,Unknown,Derived: 24 months from award (default),Derived from award date,,SECI,,,,1,Pre-COD,Tender · news-derived record,FY26+,Award date,https://news.google.com/rss/articles/CBMixAFBVV95cUxOTXhUQ3g3bjZtcVRXcXFzTGVLMEF6NS1vT196NmQ2dVYyX0luLWU0cGUzQnpYY1VZMFlJeFhpYTBFMngtMzBwdDl5Z0ZoVVBDYThaWDM4NEh1clhob0JELVR6WWROamIzelkxYlVfTGRSaHVSaTZwNUIwS05JSjh1cVFhckdsNkxuWEZxdWlCdWgwbXhCaDBLb2dLdDNhSXNuc3BZbDZsbXZiLUl3RmZLdWlFUlJSMFc4aE5INEpDWnphLTQ1?oc=5,https://news.google.com/rss/articles/CBMixAFBVV95cUxOTXhUQ3g3bjZtcVRXcXFzTGVLMEF6NS1vT196NmQ2dVYyX0luLWU0cGUzQnpYY1VZMFlJeFhpYTBFMngtMzBwdDl5Z0ZoVVBDYThaWDM4NEh1clhob0JELVR6WWROamIzelkxYlVfTGRSaHVSaTZwNUIwS05JSjh1cVFhckdsNkxuWEZxdWlCdWgwbXhCaDBLb2dLdDNhSXNuc3BZbDZsbXZiLUl3RmZLdWlFUlJSMFc4aE5INEpDWnphLTQ1?oc=5,Industry publication,NTPC Renewable Energy wins 500 MW SECI tender at ₹6/kWh tariff - ET EnergyWorld,Press report - verify,D,Fresh,2026-09-09,2026-09-12,,,,T-52e91036f000,T-52e91036f000-01
NLC India,Awarded,GUVNL,,"NLC India, KP Group Win GUVNL’s 450 MW/900 MWh Standalone BESS Auction - energetica-india.net",Energy Storage (BESS),450.0,450.0,450.0,900.0,,,,,2026-08-12,,,,2028-02-12,Unknown,Derived: 18 months from award (Energy Storage (BESS)),Derived from award date,,GUVNL,,,,1,Pre-COD,Tender · news-derived record,FY26+,Award date,https://news.google.com/rss/articles/CBMiqAFBVV95cUxOY1VXRGsyNTZORk9rUW9qakRMYXdWWnFNSlpEMmp0NXoyemlBcEYxWXg2YWdFSTNjMzc2RFplNm1YMUJUdUFudGRiQnVXOGN3d19DWFo1RGRrNW9wdnVBUlZkSm0tYVVVT1hGYldRZExsT19tNWlpUmdVeWNkMmNSeV9VVDJKRm5Kd3lEYkp2NTdVOEpSdVBGcnhzT0p0clQ5OHlkQkhiZVU?oc=5,https://news.google.com/rss/articles/CBMiqAFBVV95cUxOY1VXRGsyNTZORk9rUW9qakRMYXdWWnFNSlpEMmp0NXoyemlBcEYxWXg2YWdFSTNjMzc2RFplNm1YMUJUdUFudGRiQnVXOGN3d19DWFo1RGRrNW9wdnVBUlZkSm0tYVVVT1hGYldRZExsT19tNWlpUmdVeWNkMmNSeV9VVDJKRm5Kd3lEYkp2NTdVOEpSdVBGcnhzT0p0clQ5OHlkQkhiZVU?oc=5,Industry publication,"NLC India, KP Group Win GUVNL’s 450 MW/900 MWh Standalone BESS Auction - energetica-india.net",Press report - verify,D,Fresh,2026-09-07,2026-09-12,,,,T-70cc4438cd19,T-70cc4438cd19-01
Renew,Awarded,NLC India,,GUVNL Awards 450 MW/900 MWh BESS Phase-IX To NLC India Renewables And Sun Drops Energia - SolarQuarter,Solar + Storage,450.0,450.0,450.0,900.0,,,,,2026-08-12,,,,2028-08-12,Unknown,Derived: 24 months from award (Solar + Storage),Derived from award date,,NLC India,,,,1,Pre-COD,Tender · news-derived record,FY26+,Award date,https://news.google.com/rss/articles/CBMiwgFBVV95cUxNWE1YeEJVdDZ1OXQwN2taTUpQSDJHVGNEOU9telNxb1BOMnJPT25DVjZ1SmRvVF83YVpPUE44SHpDUXhHMnNzWWo4RWo0cHowcU82a1c3Ulp3emIwY2dLcW5NSHVSNnpIZjJCSjdCWmFFRU5OUUxFRlpNX2oyOWNQQ2ZLLUdvclhQTW52Zjd6YklpNGhmNkJsRUItMU91NHJHX0xrVUxkV1F1RDlldzVuUE1RVHVnZWRGZVgxamlhbjg0Zw?oc=5,https://news.google.com/rss/articles/CBMiwgFBVV95cUxNWE1YeEJVdDZ1OXQwN2taTUpQSDJHVGNEOU9telNxb1BOMnJPT25DVjZ1SmRvVF83YVpPUE44SHpDUXhHMnNzWWo4RWo0cHowcU82a1c3Ulp3emIwY2dLcW5NSHVSNnpIZjJCSjdCWmFFRU5OUUxFRlpNX2oyOWNQQ2ZLLUdvclhQTW52Zjd6YklpNGhmNkJsRUItMU91NHJHX0xrVUxkV1F1RDlldzVuUE1RVHVnZWRGZVgxamlhbjg0Zw?oc=5,Industry publication,GUVNL Awards 450 MW/900 MWh BESS Phase-IX To NLC India Renewables And Sun Drops Energia - SolarQuarter,Press report - verify,D,Fresh,,2026-09-12,,,,T-06627f9dafd0,T-06627f9dafd0-01
Renew,Awarded,NLC India,,NLC India Renewables wins 450 MW Gujarat BESS; second bidder Rs 1 behind - Power Peak Digest,Energy Storage (BESS),450.0,450.0,,,,,,,2026-08-11,,,,2028-02-11,Unknown,Derived: 18 months from award (Energy Storage (BESS)),Derived from award date,Gujarat,NLC India,,,,1,Pre-COD,Tender · news-derived record,FY26+,Award date,https://news.google.com/rss/articles/CBMigwFBVV95cUxOT0VUZnU3akNTakpydTBMUHg5bmRtdEpEZTZiOXBQV3JOS1Y2bkk0UVJiQll1RDNpbDlFQVBpN0JweXIwTkZmX09KVmx2OXhJWUllWWNTTG94VEhYMmpOSUJWaTEyU2lkWXljSVBSWHdkQ0puajl2SmpDUWJRUl9XNzk0dw?oc=5,https://news.google.com/rss/articles/CBMigwFBVV95cUxOT0VUZnU3akNTakpydTBMUHg5bmRtdEpEZTZiOXBQV3JOS1Y2bkk0UVJiQll1RDNpbDlFQVBpN0JweXIwTkZmX09KVmx2OXhJWUllWWNTTG94VEhYMmpOSUJWaTEyU2lkWXljSVBSWHdkQ0puajl2SmpDUWJRUl9XNzk0dw?oc=5,Industry publication,NLC India Renewables wins 450 MW Gujarat BESS; second bidder Rs 1 behind - Power Peak Digest,Press report - verify,D,Fresh,,2026-09-12,,,,T-56d130be8de8,T-56d130be8de8-01
Juniper Green,Awarded,SECI,,Juniper Green Energy Emerges Winner in 1 GW SECI FDRE Tender - Energetica India Magazine,Round-the-Clock / CfD / Trading,1000.0,1000.0,,,,,,,2026-08-10,,,,2028-08-10,Unknown,Derived: 24 months from award (Round-the-Clock / CfD / Trading),Derived from award date,,SECI,,,,1,Pre-COD,Tender · news-derived record,FY26+,Award date,https://news.google.com/rss/articles/CBMioAFBVV95cUxNTHN2c0tRbUZTTENZR21jNnBIVDVzNXJ4OFNHZk1Ud25SRUhidWRuclFIVWhNLTZwWFhGSS1VQzV4QU1Sc0E3X2NtZkh3aFd4M2RJa2dXNWNVTjEwMEI2SmljTHlXeGFUQXl0RVA1cDFRSExkMkJPa2F4bHc0VklCdTh5LUd1NWRUR0QyY3dSSnJyUzgwMG1tQUdTNldOTGpZ?oc=5,https://news.google.com/rss/articles/CBMioAFBVV95cUxNTHN2c0tRbUZTTENZR21jNnBIVDVzNXJ4OFNHZk1Ud25SRUhidWRuclFIVWhNLTZwWFhGSS1VQzV4QU1Sc0E3X2NtZkh3aFd4M2RJa2dXNWNVTjEwMEI2SmljTHlXeGFUQXl0RVA1cDFRSExkMkJPa2F4bHc0VklCdTh5LUd1NWRUR0QyY3dSSnJyUzgwMG1tQUdTNldOTGpZ?oc=5,Industry publication,Juniper Green Energy Emerges Winner in 1 GW SECI FDRE Tender - Energetica India Magazine,Press report - verify,D,Fresh,2026-09-12,2026-09-12,,,,T-9f38b115b916,T-9f38b115b916-01
Juniper Green,Awarded,SECI,,Juniper Green Energy Wins 230 MW in SECI’s 1 GW FDRE Round-the-Clock Renewable Energy Tender - SolarQuarter,Unclassified,,230.0,,,,,,,2026-08-10,,,,2028-08-10,Unknown,Derived: 24 months from award (default),Derived from award date,,SECI,,Juniper Green; Renew,,2,Pre-COD,Tender · news-derived record,FY26+,Award date,https://news.google.com/rss/articles/CBMixwFBVV95cUxQQnBqS1NBUmJsR1lGMVUyZDdudkc1Z1RIc0ZlNW5iXzRqSEs1Skh2amlKZXhBZ05oMFFsTnhHMXYyQ3ZNcFZWdS1sSWUtczZXR0U5MjhDQkZveTk0UjJrdkltSDhFOE02T3ZuTWVmLWI4aDdMNUl5NGl1T00tN2Y0YTZkNWFkOUZGTEpLNDFUdFEwM3FBUUE4dmhjaVJNcHNDX3RwRl9CaERuR25tMDVBRFFsSXF1T0ZOWmM0ejd6aTZFUXdBY0hr?oc=5,https://news.google.com/rss/articles/CBMixwFBVV95cUxQQnBqS1NBUmJsR1lGMVUyZDdudkc1Z1RIc0ZlNW5iXzRqSEs1Skh2amlKZXhBZ05oMFFsTnhHMXYyQ3ZNcFZWdS1sSWUtczZXR0U5MjhDQkZveTk0UjJrdkltSDhFOE02T3ZuTWVmLWI4aDdMNUl5NGl1T00tN2Y0YTZkNWFkOUZGTEpLNDFUdFEwM3FBUUE4dmhjaVJNcHNDX3RwRl9CaERuR25tMDVBRFFsSXF1T0ZOWmM0ejd6aTZFUXdBY0hr?oc=5,Industry publication,Juniper Green Energy Wins 230 MW in SECI’s 1 GW FDRE Round-the-Clock Renewable Energy Tender - SolarQuarter,Press report - verify,D,Fresh,,2026-09-12,,,,T-62c2fe187de2,T-62c2fe187de2-01
Renew,Awarded,SECI,,Juniper Green Energy Wins 230 MW in SECI’s 1 GW FDRE Round-the-Clock Renewable Energy Tender - SolarQuarter,Unclassified,,230.0,,,,,,,2026-08-10,,,,2028-08-10,Unknown,Derived: 24 months from award (default),Derived from award date,,SECI,,Juniper Green; Renew,,2,Pre-COD,Tender · news-derived record,FY26+,Award date,https://news.google.com/rss/articles/CBMixwFBVV95cUxQQnBqS1NBUmJsR1lGMVUyZDdudkc1Z1RIc0ZlNW5iXzRqSEs1Skh2amlKZXhBZ05oMFFsTnhHMXYyQ3ZNcFZWdS1sSWUtczZXR0U5MjhDQkZveTk0UjJrdkltSDhFOE02T3ZuTWVmLWI4aDdMNUl5NGl1T00tN2Y0YTZkNWFkOUZGTEpLNDFUdFEwM3FBUUE4dmhjaVJNcHNDX3RwRl9CaERuR25tMDVBRFFsSXF1T0ZOWmM0ejd6aTZFUXdBY0hr?oc=5,https://news.google.com/rss/articles/CBMixwFBVV95cUxQQnBqS1NBUmJsR1lGMVUyZDdudkc1Z1RIc0ZlNW5iXzRqSEs1Skh2amlKZXhBZ05oMFFsTnhHMXYyQ3ZNcFZWdS1sSWUtczZXR0U5MjhDQkZveTk0UjJrdkltSDhFOE02T3ZuTWVmLWI4aDdMNUl5NGl1T00tN2Y0YTZkNWFkOUZGTEpLNDFUdFEwM3FBUUE4dmhjaVJNcHNDX3RwRl9CaERuR25tMDVBRFFsSXF1T0ZOWmM0ejd6aTZFUXdBY0hr?oc=5,Industry publication,Juniper Green Energy Wins 230 MW in SECI’s 1 GW FDRE Round-the-Clock Renewable Energy Tender - SolarQuarter,Press report - verify,D,Fresh,,2026-09-12,,,,T-62c2fe187de2,T-62c2fe187de2-02
NTPC Green,Awarded,NTPC,,NTPC Green Energy Wins 200 MW/800 MWh BESS Project In West Bengal - SolarQuarter,Solar + Storage,200.0,200.0,200.0,800.0,,,,,2026-08-10,,,,2028-08-10,Unknown,Derived: 24 months from award (Solar + Storage),Derived from award date,West Bengal,NTPC,,,,1,Pre-COD,Tender · news-derived record,FY26+,Award date,https://news.google.com/rss/articles/CBMipAFBVV95cUxOQU5ndnpsQVBDeWZlZ1UtNEpZR3lnakRxMU1IcF91b29BUE9CbHlCbklUeWtxQUhrdVpmS2RVSkxkYnBtUmVFWUpsRkZRMGdzU0JOZUROSFFiSFBkQ1NBMG5mMzVob1p0RlQzZWpjY3BiMEdmVlphMHhhaHR1WVllQXlaN2tDM0NlWGZWWFZrMllYTm5YdDlYbThqY3FoZWxNZ3B1TQ?oc=5,https://news.google.com/rss/articles/CBMipAFBVV95cUxOQU5ndnpsQVBDeWZlZ1UtNEpZR3lnakRxMU1IcF91b29BUE9CbHlCbklUeWtxQUhrdVpmS2RVSkxkYnBtUmVFWUpsRkZRMGdzU0JOZUROSFFiSFBkQ1NBMG5mMzVob1p0RlQzZWpjY3BiMEdmVlphMHhhaHR1WVllQXlaN2tDM0NlWGZWWFZrMllYTm5YdDlYbThqY3FoZWxNZ3B1TQ?oc=5,Industry publication,NTPC Green Energy Wins 200 MW/800 MWh BESS Project In West Bengal - SolarQuarter,Press report - verify,D,Fresh,,2026-09-12,,,,T-08873d53680b,T-08873d53680b-01
Hero Future,Awarded,SECI,,"Hero Future, Rays Power, Resolven, Hexa, Juniper Among Winners in SECI’s 1 GW FDRE Auction - Energetica India Magazine",Unclassified,,1000.0,,,,,,,2026-08-07,,,,2028-08-07,Unknown,Derived: 24 months from award (default),Derived from award date,,SECI,,Hero Future; Rays Power; Resolven; Hexa; Juniper,,5,Pre-COD,Tender · news-derived record,FY26+,Award date,https://news.google.com/rss/articles/CBMiwAFBVV95cUxQcElNVl96N25sc2xRdHRRTUhMZ2lJM1lHZUl1dU03Q0ZGME9RbHZaWGxBUWtHX1FKTUJ2eEcwS1FDcnAyUHJ5Zm9Yd3BKOE9TTG5WNGpfZFgzb01VOVJZZDExNUxQVWRtWi12Z0xQS1lkcjFYOFdDLWpMQ3lXcjVpTVhMNlp0cVdYdWZPRVhCVjRnV3VORTIzSUM3UzdHREp4U0hmcVQwVjJlY1VQRXlRc242MFNJUUVmdGJNMEpYelY?oc=5,https://news.google.com/rss/articles/CBMiwAFBVV95cUxQcElNVl96N25sc2xRdHRRTUhMZ2lJM1lHZUl1dU03Q0ZGME9RbHZaWGxBUWtHX1FKTUJ2eEcwS1FDcnAyUHJ5Zm9Yd3BKOE9TTG5WNGpfZFgzb01VOVJZZDExNUxQVWRtWi12Z0xQS1lkcjFYOFdDLWpMQ3lXcjVpTVhMNlp0cVdYdWZPRVhCVjRnV3VORTIzSUM3UzdHREp4U0hmcVQwVjJlY1VQRXlRc242MFNJUUVmdGJNMEpYelY?oc=5,Industry publication,"Hero Future, Rays Power, Resolven, Hexa, Juniper Among Winners in SECI’s 1 GW FDRE Auction - Energetica India Magazine",Press report - verify,D,Fresh,,2026-09-12,,,,T-8c6effe8e9f8,T-8c6effe8e9f8-01
Rays Power,Awarded,SECI,,"Hero Future, Rays Power, Resolven, Hexa, Juniper Among Winners in SECI’s 1 GW FDRE Auction - Energetica India Magazine",Unclassified,,1000.0,,,,,,,2026-08-07,,,,2028-08-07,Unknown,Derived: 24 months from award (default),Derived from award date,,SECI,,Hero Future; Rays Power; Resolven; Hexa; Juniper,,5,Pre-COD,Tender · news-derived record,FY26+,Award date,https://news.google.com/rss/articles/CBMiwAFBVV95cUxQcElNVl96N25sc2xRdHRRTUhMZ2lJM1lHZUl1dU03Q0ZGME9RbHZaWGxBUWtHX1FKTUJ2eEcwS1FDcnAyUHJ5Zm9Yd3BKOE9TTG5WNGpfZFgzb01VOVJZZDExNUxQVWRtWi12Z0xQS1lkcjFYOFdDLWpMQ3lXcjVpTVhMNlp0cVdYdWZPRVhCVjRnV3VORTIzSUM3UzdHREp4U0hmcVQwVjJlY1VQRXlRc242MFNJUUVmdGJNMEpYelY?oc=5,https://news.google.com/rss/articles/CBMiwAFBVV95cUxQcElNVl96N25sc2xRdHRRTUhMZ2lJM1lHZUl1dU03Q0ZGME9RbHZaWGxBUWtHX1FKTUJ2eEcwS1FDcnAyUHJ5Zm9Yd3BKOE9TTG5WNGpfZFgzb01VOVJZZDExNUxQVWRtWi12Z0xQS1lkcjFYOFdDLWpMQ3lXcjVpTVhMNlp0cVdYdWZPRVhCVjRnV3VORTIzSUM3UzdHREp4U0hmcVQwVjJlY1VQRXlRc242MFNJUUVmdGJNMEpYelY?oc=5,Industry publication,"Hero Future, Rays Power, Resolven, Hexa, Juniper Among Winners in SECI’s 1 GW FDRE Auction - Energetica India Magazine",Press report - verify,D,Fresh,,2026-09-12,,,,T-8c6effe8e9f8,T-8c6effe8e9f8-02
Resolven,Awarded,SECI,,"Hero Future, Rays Power, Resolven, Hexa, Juniper Among Winners in SECI’s 1 GW FDRE Auction - Energetica India Magazine",Unclassified,,1000.0,,,,,,,2026-08-07,,,,2028-08-07,Unknown,Derived: 24 months from award (default),Derived from award date,,SECI,,Hero Future; Rays Power; Resolven; Hexa; Juniper,,5,Pre-COD,Tender · news-derived record,FY26+,Award date,https://news.google.com/rss/articles/CBMiwAFBVV95cUxQcElNVl96N25sc2xRdHRRTUhMZ2lJM1lHZUl1dU03Q0ZGME9RbHZaWGxBUWtHX1FKTUJ2eEcwS1FDcnAyUHJ5Zm9Yd3BKOE9TTG5WNGpfZFgzb01VOVJZZDExNUxQVWRtWi12Z0xQS1lkcjFYOFdDLWpMQ3lXcjVpTVhMNlp0cVdYdWZPRVhCVjRnV3VORTIzSUM3UzdHREp4U0hmcVQwVjJlY1VQRXlRc242MFNJUUVmdGJNMEpYelY?oc=5,https://news.google.com/rss/articles/CBMiwAFBVV95cUxQcElNVl96N25sc2xRdHRRTUhMZ2lJM1lHZUl1dU03Q0ZGME9RbHZaWGxBUWtHX1FKTUJ2eEcwS1FDcnAyUHJ5Zm9Yd3BKOE9TTG5WNGpfZFgzb01VOVJZZDExNUxQVWRtWi12Z0xQS1lkcjFYOFdDLWpMQ3lXcjVpTVhMNlp0cVdYdWZPRVhCVjRnV3VORTIzSUM3UzdHREp4U0hmcVQwVjJlY1VQRXlRc242MFNJUUVmdGJNMEpYelY?oc=5,Industry publication,"Hero Future, Rays Power, Resolven, Hexa, Juniper Among Winners in SECI’s 1 GW FDRE Auction - Energetica India Magazine",Press report - verify,D,Fresh,,2026-09-12,,,,T-8c6effe8e9f8,T-8c6effe8e9f8-03
