Reason,Severity,TenderKey,Authority,Tender Title,Technology,Capacity MW,What to do,Source URL,Award URL
TARIFF_MISSING,MEDIUM,T-351318dfbbe8,SJVN,BluPine Energy Bags 150 MW in SJVN’s FDRE Auction - Energetica India Magazine,Unclassified,150.0,winner known but no tariff; check the award article or agency release,https://news.google.com/rss/articles/CBMijwFBVV95cUxQdDBwVkhTSUxaRVJUcUhYWHk5VUxZekJhRldCOUlYLUZDY2ZobFdYMXM5LUhueXFoSkxWUE5hcDJDREJNNDZiMUpnN2djemZ3dDd6TVpGMU93SDNRQmNmVzBzSUhzZWR1T2RPaDBCZERacWlzejF2WUpwSUwxRDNHNjVIams0ckZKclNlMWxvaw?oc=5,https://news.google.com/rss/articles/CBMijwFBVV95cUxQdDBwVkhTSUxaRVJUcUhYWHk5VUxZekJhRldCOUlYLUZDY2ZobFdYMXM5LUhueXFoSkxWUE5hcDJDREJNNDZiMUpnN2djemZ3dDd6TVpGMU93SDNRQmNmVzBzSUhzZWR1T2RPaDBCZERacWlzejF2WUpwSUwxRDNHNjVIams0ckZKclNlMWxvaw?oc=5
MATCH_UNCERTAIN,MEDIUM,T-351318dfbbe8,SJVN,BluPine Energy Bags 150 MW in SJVN’s FDRE Auction - Energetica India Magazine,Unclassified,150.0,"record built from a headline, not a tender page; confirm it is a real tender",https://news.google.com/rss/articles/CBMijwFBVV95cUxQdDBwVkhTSUxaRVJUcUhYWHk5VUxZekJhRldCOUlYLUZDY2ZobFdYMXM5LUhueXFoSkxWUE5hcDJDREJNNDZiMUpnN2djemZ3dDd6TVpGMU93SDNRQmNmVzBzSUhzZWR1T2RPaDBCZERacWlzejF2WUpwSUwxRDNHNjVIams0ckZKclNlMWxvaw?oc=5,https://news.google.com/rss/articles/CBMijwFBVV95cUxQdDBwVkhTSUxaRVJUcUhYWHk5VUxZekJhRldCOUlYLUZDY2ZobFdYMXM5LUhueXFoSkxWUE5hcDJDREJNNDZiMUpnN2djemZ3dDd6TVpGMU93SDNRQmNmVzBzSUhzZWR1T2RPaDBCZERacWlzejF2WUpwSUwxRDNHNjVIams0ckZKclNlMWxvaw?oc=5
TARIFF_MISSING,MEDIUM,T-17f8188254d8,NHPC,"NHPC Awards 125 MW/500 MWh BESS Tender With VGF to NTPC, Opera, Tata Power in Kerala - Saur Energy",Energy Storage (BESS),125.0,winner known but no tariff; check the award article or agency release,https://news.google.com/rss/articles/CBMizwFBVV95cUxOdGlaMHV2WW0zYnZzdk16TC10dHNmT0Z5VTBwRUVqdnJFQkZuT3RLU2toWXo3SXc2T20yaEhhM2NGd0Q1OFlMOXZMUDc0YnJOeF9MNEN3NXpKNFFndllmU2x6RTBYVUI0NzJNUEpIOW5ubjlORExTamVCVDlJZWd0NW1qamt5bV9RemQ1NnVzWEpNSHlLWUVrX3p2WFp4YTJWck9rUkplamRBbS1qV3RkRXd6ZV9kVDVjSUxjT193Wm9rUUV1QUlxY0pZbWRsVG8?oc=5,https://news.google.com/rss/articles/CBMizwFBVV95cUxOdGlaMHV2WW0zYnZzdk16TC10dHNmT0Z5VTBwRUVqdnJFQkZuT3RLU2toWXo3SXc2T20yaEhhM2NGd0Q1OFlMOXZMUDc0YnJOeF9MNEN3NXpKNFFndllmU2x6RTBYVUI0NzJNUEpIOW5ubjlORExTamVCVDlJZWd0NW1qamt5bV9RemQ1NnVzWEpNSHlLWUVrX3p2WFp4YTJWck9rUkplamRBbS1qV3RkRXd6ZV9kVDVjSUxjT193Wm9rUUV1QUlxY0pZbWRsVG8?oc=5
MATCH_UNCERTAIN,MEDIUM,T-17f8188254d8,NHPC,"NHPC Awards 125 MW/500 MWh BESS Tender With VGF to NTPC, Opera, Tata Power in Kerala - Saur Energy",Energy Storage (BESS),125.0,"record built from a headline, not a tender page; confirm it is a real tender",https://news.google.com/rss/articles/CBMizwFBVV95cUxOdGlaMHV2WW0zYnZzdk16TC10dHNmT0Z5VTBwRUVqdnJFQkZuT3RLU2toWXo3SXc2T20yaEhhM2NGd0Q1OFlMOXZMUDc0YnJOeF9MNEN3NXpKNFFndllmU2x6RTBYVUI0NzJNUEpIOW5ubjlORExTamVCVDlJZWd0NW1qamt5bV9RemQ1NnVzWEpNSHlLWUVrX3p2WFp4YTJWck9rUkplamRBbS1qV3RkRXd6ZV9kVDVjSUxjT193Wm9rUUV1QUlxY0pZbWRsVG8?oc=5,https://news.google.com/rss/articles/CBMizwFBVV95cUxOdGlaMHV2WW0zYnZzdk16TC10dHNmT0Z5VTBwRUVqdnJFQkZuT3RLU2toWXo3SXc2T20yaEhhM2NGd0Q1OFlMOXZMUDc0YnJOeF9MNEN3NXpKNFFndllmU2x6RTBYVUI0NzJNUEpIOW5ubjlORExTamVCVDlJZWd0NW1qamt5bV9RemQ1NnVzWEpNSHlLWUVrX3p2WFp4YTJWck9rUkplamRBbS1qV3RkRXd6ZV9kVDVjSUxjT193Wm9rUUV1QUlxY0pZbWRsVG8?oc=5
TARIFF_MISSING,MEDIUM,T-4d5e7f9d49a8,NHPC,NTPC Green Energy and Opera Energy Win NHPC’s 125 MW/500 MWh BESS Auction in Kerala - Energetica India Magazine,Energy Storage (BESS),125.0,winner known but no tariff; check the award article or agency release,https://news.google.com/rss/articles/CBMiuwFBVV95cUxPV1pxUHNLcEtWTGRUZzNJZmpEd0M4cHQ2aUdwX1F2R3FnTkYyZ0k0Z2d2bjkxLWJOazJtV0RTTmJDbklocE9vLTV3RExkQnRnZTV6ZkZxZTNvd0tIb3V6ZWtFbUxFNGZjTTBJdEhBX01NS3pRdEZEa2ZaVEhMVVlEOFJvTl9zMDB5bU5aMkpTSW1vYVFzMlZvbUpYX0J6dUZkSlF0VEpSbWZFNzVpTlJTel9CYlBMX2tmQ2NF?oc=5,https://news.google.com/rss/articles/CBMiuwFBVV95cUxPV1pxUHNLcEtWTGRUZzNJZmpEd0M4cHQ2aUdwX1F2R3FnTkYyZ0k0Z2d2bjkxLWJOazJtV0RTTmJDbklocE9vLTV3RExkQnRnZTV6ZkZxZTNvd0tIb3V6ZWtFbUxFNGZjTTBJdEhBX01NS3pRdEZEa2ZaVEhMVVlEOFJvTl9zMDB5bU5aMkpTSW1vYVFzMlZvbUpYX0J6dUZkSlF0VEpSbWZFNzVpTlJTel9CYlBMX2tmQ2NF?oc=5
MATCH_UNCERTAIN,MEDIUM,T-4d5e7f9d49a8,NHPC,NTPC Green Energy and Opera Energy Win NHPC’s 125 MW/500 MWh BESS Auction in Kerala - Energetica India Magazine,Energy Storage (BESS),125.0,"record built from a headline, not a tender page; confirm it is a real tender",https://news.google.com/rss/articles/CBMiuwFBVV95cUxPV1pxUHNLcEtWTGRUZzNJZmpEd0M4cHQ2aUdwX1F2R3FnTkYyZ0k0Z2d2bjkxLWJOazJtV0RTTmJDbklocE9vLTV3RExkQnRnZTV6ZkZxZTNvd0tIb3V6ZWtFbUxFNGZjTTBJdEhBX01NS3pRdEZEa2ZaVEhMVVlEOFJvTl9zMDB5bU5aMkpTSW1vYVFzMlZvbUpYX0J6dUZkSlF0VEpSbWZFNzVpTlJTel9CYlBMX2tmQ2NF?oc=5,https://news.google.com/rss/articles/CBMiuwFBVV95cUxPV1pxUHNLcEtWTGRUZzNJZmpEd0M4cHQ2aUdwX1F2R3FnTkYyZ0k0Z2d2bjkxLWJOazJtV0RTTmJDbklocE9vLTV3RExkQnRnZTV6ZkZxZTNvd0tIb3V6ZWtFbUxFNGZjTTBJdEhBX01NS3pRdEZEa2ZaVEhMVVlEOFJvTl9zMDB5bU5aMkpTSW1vYVFzMlZvbUpYX0J6dUZkSlF0VEpSbWZFNzVpTlJTel9CYlBMX2tmQ2NF?oc=5
TARIFF_MISSING,MEDIUM,T-cca15fd12bcf,NTPC Green Energy,NTPC Green Energy And Opera Energy Win 95 MW/380 MWh Battery Storage Projects To Boost Kerala’s Grid Stability - SolarQu,Solar + Storage,95.0,winner known but no tariff; check the award article or agency release,https://news.google.com/rss/articles/CBMi3wFBVV95cUxPc25GMXRPdENMcDJGSldHc3BkLTNUVDRJNFBFZUFjVnpyTDFsSW8xei03Z1F6ODFnY25PaC1wSjdBRDk2VGV6UzdUNWQ4Ym1hT0I3VzE1ME1rZE9GVHM0WjlWTE9FWnVEOTVBT3ZkYk9XeDN3R1VnS2tweEl4bzlLaUoyajFPQ0tIZ3plTlNyZFB3dU1hWk1iUkRkQWFsWENGZnZFVDdELXFqN2pNLU52YkVKTjdRSlhOTk5aSUE3RGZqeFhxLVVzT0RNSlowV2lPY0Z3bTFEZ1dCOWVCZGRR?oc=5,https://news.google.com/rss/articles/CBMi3wFBVV95cUxPc25GMXRPdENMcDJGSldHc3BkLTNUVDRJNFBFZUFjVnpyTDFsSW8xei03Z1F6ODFnY25PaC1wSjdBRDk2VGV6UzdUNWQ4Ym1hT0I3VzE1ME1rZE9GVHM0WjlWTE9FWnVEOTVBT3ZkYk9XeDN3R1VnS2tweEl4bzlLaUoyajFPQ0tIZ3plTlNyZFB3dU1hWk1iUkRkQWFsWENGZnZFVDdELXFqN2pNLU52YkVKTjdRSlhOTk5aSUE3RGZqeFhxLVVzT0RNSlowV2lPY0Z3bTFEZ1dCOWVCZGRR?oc=5
MATCH_UNCERTAIN,MEDIUM,T-cca15fd12bcf,NTPC Green Energy,NTPC Green Energy And Opera Energy Win 95 MW/380 MWh Battery Storage Projects To Boost Kerala’s Grid Stability - SolarQu,Solar + Storage,95.0,"record built from a headline, not a tender page; confirm it is a real tender",https://news.google.com/rss/articles/CBMi3wFBVV95cUxPc25GMXRPdENMcDJGSldHc3BkLTNUVDRJNFBFZUFjVnpyTDFsSW8xei03Z1F6ODFnY25PaC1wSjdBRDk2VGV6UzdUNWQ4Ym1hT0I3VzE1ME1rZE9GVHM0WjlWTE9FWnVEOTVBT3ZkYk9XeDN3R1VnS2tweEl4bzlLaUoyajFPQ0tIZ3plTlNyZFB3dU1hWk1iUkRkQWFsWENGZnZFVDdELXFqN2pNLU52YkVKTjdRSlhOTk5aSUE3RGZqeFhxLVVzT0RNSlowV2lPY0Z3bTFEZ1dCOWVCZGRR?oc=5,https://news.google.com/rss/articles/CBMi3wFBVV95cUxPc25GMXRPdENMcDJGSldHc3BkLTNUVDRJNFBFZUFjVnpyTDFsSW8xei03Z1F6ODFnY25PaC1wSjdBRDk2VGV6UzdUNWQ4Ym1hT0I3VzE1ME1rZE9GVHM0WjlWTE9FWnVEOTVBT3ZkYk9XeDN3R1VnS2tweEl4bzlLaUoyajFPQ0tIZ3plTlNyZFB3dU1hWk1iUkRkQWFsWENGZnZFVDdELXFqN2pNLU52YkVKTjdRSlhOTk5aSUE3RGZqeFhxLVVzT0RNSlowV2lPY0Z3bTFEZ1dCOWVCZGRR?oc=5
TARIFF_MISSING,MEDIUM,T-513c147e4745,NTPC,ONGC-NTPC-backed Ayana bags 50 MW wind power project from SECI - CNBC TV18,Wind,50.0,winner known but no tariff; check the award article or agency release,https://news.google.com/rss/articles/CBMiuwFBVV95cUxOZ1dxU0tUUmdib29MNXRVVVA2ZUJTZ043aUYtbDlzdWRiQWpyVmxxZXM1SDY5NkxKTnZlTGlQR2xyNTI1dWdKMVM1SXRZLW96b2h6ejdlZURCSms3V0pvOFRnLUlNN3otYW9weERIRlhlWmdrUjBzVHlYZUJ2T3NnMXA3dnk3NDJoVGJoSW95RUFiZDlNRG9ObkZjREtFMktVOFZVSWZuOFBfdDhrOHFQVk1ldU9ncWpjSGRR0gHAAUFVX3lxTE1Bd0FvM2V3MGFBRDF6LUF5S21jd1VDQnRham5oVTNIV1A1U09tR0lYUmdoakhEZlFXb0dOdU1mYjJ0TmhwWEFlRTdJd1FqWGUyNlNYUVdCcXF3S2VNRk44R21kOXdLbFRhR1FFZFBKaU1PWkg0UFpEYzVYVUhLc0NGQklfeHhBc0Rfd0dfMWQ5WnF5Y3ZNc2NSQVd4LVlzMERfczNrT3V5LURTeDFsQm1aT2ozU2JYeW1fLWI5RVdHZA?oc=5,https://news.google.com/rss/articles/CBMiuwFBVV95cUxOZ1dxU0tUUmdib29MNXRVVVA2ZUJTZ043aUYtbDlzdWRiQWpyVmxxZXM1SDY5NkxKTnZlTGlQR2xyNTI1dWdKMVM1SXRZLW96b2h6ejdlZURCSms3V0pvOFRnLUlNN3otYW9weERIRlhlWmdrUjBzVHlYZUJ2T3NnMXA3dnk3NDJoVGJoSW95RUFiZDlNRG9ObkZjREtFMktVOFZVSWZuOFBfdDhrOHFQVk1ldU9ncWpjSGRR0gHAAUFVX3lxTE1Bd0FvM2V3MGFBRDF6LUF5S21jd1VDQnRham5oVTNIV1A1U09tR0lYUmdoakhEZlFXb0dOdU1mYjJ0TmhwWEFlRTdJd1FqWGUyNlNYUVdCcXF3S2VNRk44R21kOXdLbFRhR1FFZFBKaU1PWkg0UFpEYzVYVUhLc0NGQklfeHhBc0Rfd0dfMWQ5WnF5Y3ZNc2NSQVd4LVlzMERfczNrT3V5LURTeDFsQm1aT2ozU2JYeW1fLWI5RVdHZA?oc=5
MATCH_UNCERTAIN,MEDIUM,T-513c147e4745,NTPC,ONGC-NTPC-backed Ayana bags 50 MW wind power project from SECI - CNBC TV18,Wind,50.0,"record built from a headline, not a tender page; confirm it is a real tender",https://news.google.com/rss/articles/CBMiuwFBVV95cUxOZ1dxU0tUUmdib29MNXRVVVA2ZUJTZ043aUYtbDlzdWRiQWpyVmxxZXM1SDY5NkxKTnZlTGlQR2xyNTI1dWdKMVM1SXRZLW96b2h6ejdlZURCSms3V0pvOFRnLUlNN3otYW9weERIRlhlWmdrUjBzVHlYZUJ2T3NnMXA3dnk3NDJoVGJoSW95RUFiZDlNRG9ObkZjREtFMktVOFZVSWZuOFBfdDhrOHFQVk1ldU9ncWpjSGRR0gHAAUFVX3lxTE1Bd0FvM2V3MGFBRDF6LUF5S21jd1VDQnRham5oVTNIV1A1U09tR0lYUmdoakhEZlFXb0dOdU1mYjJ0TmhwWEFlRTdJd1FqWGUyNlNYUVdCcXF3S2VNRk44R21kOXdLbFRhR1FFZFBKaU1PWkg0UFpEYzVYVUhLc0NGQklfeHhBc0Rfd0dfMWQ5WnF5Y3ZNc2NSQVd4LVlzMERfczNrT3V5LURTeDFsQm1aT2ozU2JYeW1fLWI5RVdHZA?oc=5,https://news.google.com/rss/articles/CBMiuwFBVV95cUxOZ1dxU0tUUmdib29MNXRVVVA2ZUJTZ043aUYtbDlzdWRiQWpyVmxxZXM1SDY5NkxKTnZlTGlQR2xyNTI1dWdKMVM1SXRZLW96b2h6ejdlZURCSms3V0pvOFRnLUlNN3otYW9weERIRlhlWmdrUjBzVHlYZUJ2T3NnMXA3dnk3NDJoVGJoSW95RUFiZDlNRG9ObkZjREtFMktVOFZVSWZuOFBfdDhrOHFQVk1ldU9ncWpjSGRR0gHAAUFVX3lxTE1Bd0FvM2V3MGFBRDF6LUF5S21jd1VDQnRham5oVTNIV1A1U09tR0lYUmdoakhEZlFXb0dOdU1mYjJ0TmhwWEFlRTdJd1FqWGUyNlNYUVdCcXF3S2VNRk44R21kOXdLbFRhR1FFZFBKaU1PWkg0UFpEYzVYVUhLc0NGQklfeHhBc0Rfd0dfMWQ5WnF5Y3ZNc2NSQVd4LVlzMERfczNrT3V5LURTeDFsQm1aT2ozU2JYeW1fLWI5RVdHZA?oc=5
TARIFF_MISSING,MEDIUM,T-24f1af52d7cd,SECI,Ayana Renewable Wins 50 MW Wind Power Project In SECI Tranche-XX Auction At INR3.85/kWh - WindInsider,Wind,50.0,winner known but no tariff; check the award article or agency release,https://news.google.com/rss/articles/CBMiwAFBVV95cUxPNUp6WGpWeTBuQnJQcURPbGhnLVhLU1hXVDBXbHYxZzRWWFhUeFY4V293Q0tSM1pZWnRRQmFUM2lDbWVUOGJZZktWZlUwb200RTFZb1RXRzJiWWRYaEJ4UTMxcy1kMWZRQjloU1JWME5KLWJjZHdxRk5ZbG9WdUZKWm5QcmJlZGtRLWM1VU45UkRsZGljNnVzY2lyWDdTb044Z0ZZYndJeVlDUmh0NVFCaGRzNVY4cUpwcHQyNVdvZWPSAcYBQVVfeXFMTVBhUThxZ1I4SlBGS3Y2amFGcE9HTHBrMER4VG9qdE5qV0VjWjg3ekJyRWZtc0tUTU5Sdk5PcDZtQzlfY09iTnhWZk1jbjA0Y0ZkYjl2ZGdsYURlajRoalhTbVFLRURqNEpvOWlvTEhLblhkOTduSzZRcHZlSmpfaWdFd0twTGlDbERKQ1hwb09oYndjREpOR01oN3AzWFA4MGVkYkVFd0lva3ByeVgtMG1maUE3dHVUSlpnRFlnWlMxYnRGRmx3?oc=5,https://news.google.com/rss/articles/CBMiwAFBVV95cUxPNUp6WGpWeTBuQnJQcURPbGhnLVhLU1hXVDBXbHYxZzRWWFhUeFY4V293Q0tSM1pZWnRRQmFUM2lDbWVUOGJZZktWZlUwb200RTFZb1RXRzJiWWRYaEJ4UTMxcy1kMWZRQjloU1JWME5KLWJjZHdxRk5ZbG9WdUZKWm5QcmJlZGtRLWM1VU45UkRsZGljNnVzY2lyWDdTb044Z0ZZYndJeVlDUmh0NVFCaGRzNVY4cUpwcHQyNVdvZWPSAcYBQVVfeXFMTVBhUThxZ1I4SlBGS3Y2amFGcE9HTHBrMER4VG9qdE5qV0VjWjg3ekJyRWZtc0tUTU5Sdk5PcDZtQzlfY09iTnhWZk1jbjA0Y0ZkYjl2ZGdsYURlajRoalhTbVFLRURqNEpvOWlvTEhLblhkOTduSzZRcHZlSmpfaWdFd0twTGlDbERKQ1hwb09oYndjREpOR01oN3AzWFA4MGVkYkVFd0lva3ByeVgtMG1maUE3dHVUSlpnRFlnWlMxYnRGRmx3?oc=5
MATCH_UNCERTAIN,MEDIUM,T-24f1af52d7cd,SECI,Ayana Renewable Wins 50 MW Wind Power Project In SECI Tranche-XX Auction At INR3.85/kWh - WindInsider,Wind,50.0,"record built from a headline, not a tender page; confirm it is a real tender",https://news.google.com/rss/articles/CBMiwAFBVV95cUxPNUp6WGpWeTBuQnJQcURPbGhnLVhLU1hXVDBXbHYxZzRWWFhUeFY4V293Q0tSM1pZWnRRQmFUM2lDbWVUOGJZZktWZlUwb200RTFZb1RXRzJiWWRYaEJ4UTMxcy1kMWZRQjloU1JWME5KLWJjZHdxRk5ZbG9WdUZKWm5QcmJlZGtRLWM1VU45UkRsZGljNnVzY2lyWDdTb044Z0ZZYndJeVlDUmh0NVFCaGRzNVY4cUpwcHQyNVdvZWPSAcYBQVVfeXFMTVBhUThxZ1I4SlBGS3Y2amFGcE9HTHBrMER4VG9qdE5qV0VjWjg3ekJyRWZtc0tUTU5Sdk5PcDZtQzlfY09iTnhWZk1jbjA0Y0ZkYjl2ZGdsYURlajRoalhTbVFLRURqNEpvOWlvTEhLblhkOTduSzZRcHZlSmpfaWdFd0twTGlDbERKQ1hwb09oYndjREpOR01oN3AzWFA4MGVkYkVFd0lva3ByeVgtMG1maUE3dHVUSlpnRFlnWlMxYnRGRmx3?oc=5,https://news.google.com/rss/articles/CBMiwAFBVV95cUxPNUp6WGpWeTBuQnJQcURPbGhnLVhLU1hXVDBXbHYxZzRWWFhUeFY4V293Q0tSM1pZWnRRQmFUM2lDbWVUOGJZZktWZlUwb200RTFZb1RXRzJiWWRYaEJ4UTMxcy1kMWZRQjloU1JWME5KLWJjZHdxRk5ZbG9WdUZKWm5QcmJlZGtRLWM1VU45UkRsZGljNnVzY2lyWDdTb044Z0ZZYndJeVlDUmh0NVFCaGRzNVY4cUpwcHQyNVdvZWPSAcYBQVVfeXFMTVBhUThxZ1I4SlBGS3Y2amFGcE9HTHBrMER4VG9qdE5qV0VjWjg3ekJyRWZtc0tUTU5Sdk5PcDZtQzlfY09iTnhWZk1jbjA0Y0ZkYjl2ZGdsYURlajRoalhTbVFLRURqNEpvOWlvTEhLblhkOTduSzZRcHZlSmpfaWdFd0twTGlDbERKQ1hwb09oYndjREpOR01oN3AzWFA4MGVkYkVFd0lva3ByeVgtMG1maUE3dHVUSlpnRFlnWlMxYnRGRmx3?oc=5
TARIFF_MISSING,MEDIUM,T-f2ff6c795ea5,SECI,RfS for Setting up of 1000 kW Grid-Connected RTSPV project on buildings of Rashtrapati Bhavan (RTSPV-Tranche-III),Rooftop Solar,1.0,winner known but no tariff; check the award article or agency release,https://www.seci.co.in/tender-details/YmNx,https://news.google.com/rss/articles/CBMihwFBVV95cUxNeWlaMFc5WW1QZWdfeDJaejdFQ2pJeWxvM1FvVllKZ3poRWNBV0FEekRsS0lmcmFUV2dIOVNfMUZhdW1FMVN0TElaenhua2VWRmVBdmlKbXNMby1Vc0kyb0g2RWNjdE9WMzlIRFZPR2syanJHczRhS1pGRHF4NE42UGR3R0VEQms?oc=5
TARIFF_MISSING,MEDIUM,f2ff6c795ea5,SECI,RfS for Setting up of 1000 kW Grid-Connected RTSPV project on buildings of Rashtrapati Bhavan (RTSPV-Tranche-III),Rooftop Solar,1.0,winner known but no tariff; check the award article or agency release,https://www.seci.co.in/tender-details/YmNx,https://news.google.com/rss/articles/CBMihwFBVV95cUxNeWlaMFc5WW1QZWdfeDJaejdFQ2pJeWxvM1FvVllKZ3poRWNBV0FEekRsS0lmcmFUV2dIOVNfMUZhdW1FMVN0TElaenhua2VWRmVBdmlKbXNMby1Vc0kyb0g2RWNjdE9WMzlIRFZPR2syanJHczRhS1pGRHF4NE42UGR3R0VEQms?oc=5
TARIFF_MISSING,MEDIUM,T-5711baf8cc41,MSEDCL,"PM-KUSUM: MSEDCL Awards Over ₹750 Crore Solar Pump Orders to Shakti, Oswal, Saatvik - Saur Energy",Solar,,winner known but no tariff; check the award article or agency release,https://news.google.com/rss/articles/CBMizgFBVV95cUxPSXd5S2VUNHhaSWc3NVVJWVdRYWRnOXpzVjlGTEJGT1JkSXd3MDhod3lKbk1TazdHUG41eVRRQkhnWFNLNnQ2X2xFaUlHWmdxMzZrWS1HRm9fdmF1MFhVMlIwQzkwX0l1M21pWGlHcTRMX01sT3hhT2VBOEdjNkI3Y2lQTHA3Vkp0WGhTbF9hbENfUmlCT0ZGVDdvTHJvaTM0akwzbUNsaEJ0dExSOF9ncWRMdUJ3MkY4T0JRU2V4UldZS3NDaVlIQW1WMndIQQ?oc=5,https://news.google.com/rss/articles/CBMizgFBVV95cUxPSXd5S2VUNHhaSWc3NVVJWVdRYWRnOXpzVjlGTEJGT1JkSXd3MDhod3lKbk1TazdHUG41eVRRQkhnWFNLNnQ2X2xFaUlHWmdxMzZrWS1HRm9fdmF1MFhVMlIwQzkwX0l1M21pWGlHcTRMX01sT3hhT2VBOEdjNkI3Y2lQTHA3Vkp0WGhTbF9hbENfUmlCT0ZGVDdvTHJvaTM0akwzbUNsaEJ0dExSOF9ncWRMdUJ3MkY4T0JRU2V4UldZS3NDaVlIQW1WMndIQQ?oc=5
MATCH_UNCERTAIN,MEDIUM,T-5711baf8cc41,MSEDCL,"PM-KUSUM: MSEDCL Awards Over ₹750 Crore Solar Pump Orders to Shakti, Oswal, Saatvik - Saur Energy",Solar,,"record built from a headline, not a tender page; confirm it is a real tender",https://news.google.com/rss/articles/CBMizgFBVV95cUxPSXd5S2VUNHhaSWc3NVVJWVdRYWRnOXpzVjlGTEJGT1JkSXd3MDhod3lKbk1TazdHUG41eVRRQkhnWFNLNnQ2X2xFaUlHWmdxMzZrWS1HRm9fdmF1MFhVMlIwQzkwX0l1M21pWGlHcTRMX01sT3hhT2VBOEdjNkI3Y2lQTHA3Vkp0WGhTbF9hbENfUmlCT0ZGVDdvTHJvaTM0akwzbUNsaEJ0dExSOF9ncWRMdUJ3MkY4T0JRU2V4UldZS3NDaVlIQW1WMndIQQ?oc=5,https://news.google.com/rss/articles/CBMizgFBVV95cUxPSXd5S2VUNHhaSWc3NVVJWVdRYWRnOXpzVjlGTEJGT1JkSXd3MDhod3lKbk1TazdHUG41eVRRQkhnWFNLNnQ2X2xFaUlHWmdxMzZrWS1HRm9fdmF1MFhVMlIwQzkwX0l1M21pWGlHcTRMX01sT3hhT2VBOEdjNkI3Y2lQTHA3Vkp0WGhTbF9hbENfUmlCT0ZGVDdvTHJvaTM0akwzbUNsaEJ0dExSOF9ncWRMdUJ3MkY4T0JRU2V4UldZS3NDaVlIQW1WMndIQQ?oc=5
TARIFF_MISSING,MEDIUM,T-07c8b8a7e244,NHPC,ACME Solar Holdings wins NHPC tender for two BESS projects in Andhra Pradesh - The Hindu,Solar + Storage,,winner known but no tariff; check the award article or agency release,https://news.google.com/rss/articles/CBMi5AFBVV95cUxNZkg3NTFqNzlnV2xIMmZhdFFUV2hvM2FUWGlpNkJ1V2Q1dEI4cTJPVzc5VkMwdVhTSFlvazF5SWFWVlp0NUR3RXpXUE5PZ2kzYUhhSzJRMFFvSlRjR0RpV0xoaV9KX0lUSEE3WV9sc0ZReEN3Ul83amg4NVdFNjhZazg1RDh1aE5YcW8xT0p5eTRxSGFBMWtpV2ZhX1loNVAzd0FpNnZQN2djdlhyVTBNZlppbTllWFAwVzJ4dFZra1dHS1hfMFRXWHg5V1RwWEp5N04xbE14Mks0SXlVcEJSVDlYSDjSAesBQVVfeXFMTXV5UThLZHFLVFFVcUFid0lNaVNrd1VwOEp1d1ZkUEE5VHlzU2dhdjItY1c4dVdxd25DdHQ5Y2RYUUFseUNtSnBXeUJuSmhPZ1hkbktlZGlKR3JVQkNDdWFvZ0kwYVZ3SVFlNF9LSmw0Q1JXWHBNLTctMHVMejVBVlZEbXphMDZNVVE3NjFoOXV6elRvT0Z5Y0lYcEFscldWQ0lLOVNHN2JCOG5MVXhST3o4Vy0yeTlncjhoVU1XRjJoR1FFTUFZR0NOb0RDOW5aSGFVemozN3ZIOWs4SjVqSDQ3NWVjY3g4RHVpOA?oc=5,https://news.google.com/rss/articles/CBMi5AFBVV95cUxNZkg3NTFqNzlnV2xIMmZhdFFUV2hvM2FUWGlpNkJ1V2Q1dEI4cTJPVzc5VkMwdVhTSFlvazF5SWFWVlp0NUR3RXpXUE5PZ2kzYUhhSzJRMFFvSlRjR0RpV0xoaV9KX0lUSEE3WV9sc0ZReEN3Ul83amg4NVdFNjhZazg1RDh1aE5YcW8xT0p5eTRxSGFBMWtpV2ZhX1loNVAzd0FpNnZQN2djdlhyVTBNZlppbTllWFAwVzJ4dFZra1dHS1hfMFRXWHg5V1RwWEp5N04xbE14Mks0SXlVcEJSVDlYSDjSAesBQVVfeXFMTXV5UThLZHFLVFFVcUFid0lNaVNrd1VwOEp1d1ZkUEE5VHlzU2dhdjItY1c4dVdxd25DdHQ5Y2RYUUFseUNtSnBXeUJuSmhPZ1hkbktlZGlKR3JVQkNDdWFvZ0kwYVZ3SVFlNF9LSmw0Q1JXWHBNLTctMHVMejVBVlZEbXphMDZNVVE3NjFoOXV6elRvT0Z5Y0lYcEFscldWQ0lLOVNHN2JCOG5MVXhST3o4Vy0yeTlncjhoVU1XRjJoR1FFTUFZR0NOb0RDOW5aSGFVemozN3ZIOWs4SjVqSDQ3NWVjY3g4RHVpOA?oc=5
